Home,Week,Day,Breakfast,Breakfast Amount,Snack AM,Snack AM Amount,Lunch,Lunch Amount,Snack PM,Snack PM Amount,Dinner,Dinner Amount,Snack HS,Snack HS Amount,Total,Total Amount,Diet
Corporate Menu-Cost,1,Monday,,0.00,Choice 1,0.08,,0.00,Choice 1,0.40,,0.00,Choice 1,1.01,Choice 1,1.49,Regular | Texture: Regular
The Meadows of Dorchester,3,Wednesday,Choice 1,2.51,Choice 1,0.26,Choice 1,2.53,Choice 1,0.67,Choice 1,3.19,Choice 1,0.40,Choice 1,9.56,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.93,Choice 2,0.24,Choice 2,3.48,Choice 2,0.49,Choice 2,4.76,Choice 2,0.49,Choice 2,12.39,Vegetarian | Texture: Regular
The Meadows of Dorchester,3,Thursday,Choice 1,3.49,Choice 1,0.33,Choice 1,3.16,Choice 1,0.09,Choice 1,3.52,Choice 1,0.58,Choice 1,11.17,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,4.33,Choice 2,0.49,Choice 2,4.50,Choice 2,0.49,Choice 2,12.88,Vegetarian | Texture: Regular
The Meadows of Dorchester,3,Friday,Choice 1,2.42,Choice 1,0.26,Choice 1,3.87,Choice 1,0.29,Choice 1,3.11,Choice 1,0.62,Choice 1,10.57,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.66,Choice 2,0.24,Choice 2,4.27,Choice 2,0.49,Choice 2,5.05,Choice 2,0.49,Choice 2,13.20,Vegetarian | Texture: Regular
The Meadows of Dorchester,3,Saturday,Choice 1,3.04,Choice 1,0.46,Choice 1,2.76,Choice 1,0.64,Choice 1,2.62,Choice 1,0.54,Choice 1,10.06,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,3.87,Choice 2,0.49,Choice 2,3.93,Choice 2,0.49,Choice 2,11.85,Vegetarian | Texture: Regular
The Meadows of Dorchester,3,Sunday,Choice 1,2.52,Choice 1,0.26,Choice 1,4.47,Choice 1,0.33,Choice 1,3.81,Choice 1,0.08,Choice 1,11.47,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,3.16,Choice 2,0.24,Choice 2,3.64,Choice 2,0.49,Choice 2,4.41,Choice 2,0.49,Choice 2,12.43,Vegetarian | Texture: Regular
The Meadows of Dorchester,4,Monday,Choice 1,2.66,Choice 1,0.33,Choice 1,2.94,Choice 1,0.65,Choice 1,2.60,Choice 1,0.40,Choice 1,9.58,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.42,Choice 2,0.24,Choice 2,4.62,Choice 2,0.49,Choice 2,4.80,Choice 2,0.49,Choice 2,13.06,Vegetarian | Texture: Regular
The Meadows of Dorchester,4,Tuesday,Choice 1,2.98,Choice 1,0.46,Choice 1,3.39,Choice 1,0.86,Choice 1,3.27,Choice 1,0.67,Choice 1,11.63,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.93,Choice 2,0.24,Choice 2,3.57,Choice 2,0.49,Choice 2,5.16,Choice 2,0.49,Choice 2,12.88,Vegetarian | Texture: Regular
The Meadows of Dorchester,4,Wednesday,Choice 1,2.54,Choice 1,0.26,Choice 1,2.60,Choice 1,0.22,Choice 1,3.80,Choice 1,0.54,Choice 1,9.96,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.66,Choice 2,0.24,Choice 2,3.98,Choice 2,0.49,Choice 2,4.37,Choice 2,0.49,Choice 2,12.23,Vegetarian | Texture: Regular
The Meadows of Dorchester,4,Thursday,Choice 1,3.76,Choice 1,0.33,Choice 1,2.47,Choice 1,0.41,Choice 1,2.86,Choice 1,0.77,Choice 1,10.60,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,4.46,Choice 2,0.49,Choice 2,4.43,Choice 2,0.49,Choice 2,12.94,Vegetarian | Texture: Regular
The Meadows of Dorchester,4,Friday,Choice 1,2.51,Choice 1,0.46,Choice 1,2.60,Choice 1,0.16,Choice 1,3.22,Choice 1,0.08,Choice 1,9.03,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,3.56,Choice 2,0.24,Choice 2,4.27,Choice 2,0.49,Choice 2,5.28,Choice 2,0.49,Choice 2,14.33,Vegetarian | Texture: Regular
The Meadows of Dorchester,4,Saturday,Choice 1,3.52,Choice 1,0.33,Choice 1,2.69,Choice 1,0.97,Choice 1,2.75,Choice 1,0.59,Choice 1,10.85,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,3.71,Choice 2,0.49,Choice 2,4.92,Choice 2,0.49,Choice 2,12.68,Vegetarian | Texture: Regular
The Meadows of Dorchester,4,Sunday,Choice 1,2.52,Choice 1,0.26,Choice 1,3.61,Choice 1,0.30,Choice 1,4.71,Choice 1,0.41,Choice 1,11.81,Vegetarian | Texture: Regular
The Meadows of Dorchester,,,Choice 2,3.07,Choice 2,0.24,Choice 2,4.24,Choice 2,0.49,Choice 2,4.81,Choice 2,0.49,Choice 2,13.34,Vegetarian | Texture: Regular
The Meadows of Dorchester,1,Monday,Choice 1,2.86,Choice 1,0.33,Choice 1,3.76,Choice 1,0.40,Choice 1,3.43,Choice 1,0.67,Choice 1,11.45,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.65,Choice 2,0.24,Choice 2,5.16,Choice 2,0.60,Choice 2,5.25,Choice 2,0.60,Choice 2,14.50,Vegetarian | Texture: Minced
The Meadows of Dorchester,1,Tuesday,Choice 1,3.50,Choice 1,0.46,Choice 1,3.34,Choice 1,0.44,Choice 1,3.46,Choice 1,0.41,Choice 1,11.61,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.93,Choice 2,0.24,Choice 2,4.27,Choice 2,0.60,Choice 2,4.06,Choice 2,0.60,Choice 2,12.70,Vegetarian | Texture: Minced
The Meadows of Dorchester,1,Wednesday,Choice 1,3.06,Choice 1,0.26,Choice 1,2.66,Choice 1,0.67,Choice 1,4.30,Choice 1,0.38,Choice 1,11.33,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.66,Choice 2,0.24,Choice 2,4.70,Choice 2,0.60,Choice 2,4.07,Choice 2,0.60,Choice 2,12.87,Vegetarian | Texture: Minced
The Meadows of Dorchester,1,Thursday,Choice 1,3.59,Choice 1,0.33,Choice 1,3.56,Choice 1,0.65,Choice 1,2.38,Choice 1,0.08,Choice 1,10.59,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,3.85,Choice 2,0.60,Choice 2,5.33,Choice 2,0.60,Choice 2,13.45,Vegetarian | Texture: Minced
The Meadows of Dorchester,1,Friday,Choice 1,3.02,Choice 1,0.46,Choice 1,3.45,Choice 1,0.37,Choice 1,3.89,Choice 1,0.55,Choice 1,11.74,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,3.19,Choice 2,0.24,Choice 2,3.98,Choice 2,0.60,Choice 2,4.87,Choice 2,0.60,Choice 2,13.48,Vegetarian | Texture: Minced
The Meadows of Dorchester,1,Saturday,Choice 1,3.49,Choice 1,0.33,Choice 1,3.69,Choice 1,0.64,Choice 1,2.72,Choice 1,0.38,Choice 1,11.25,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,3.37,Choice 2,0.60,Choice 2,4.92,Choice 2,0.60,Choice 2,12.56,Vegetarian | Texture: Minced
The Meadows of Dorchester,1,Sunday,Choice 1,3.47,Choice 1,0.26,Choice 1,3.47,Choice 1,0.19,Choice 1,5.99,Choice 1,0.08,Choice 1,13.46,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.85,Choice 2,0.24,Choice 2,4.84,Choice 2,0.60,Choice 2,5.03,Choice 2,0.60,Choice 2,14.16,Vegetarian | Texture: Minced
The Meadows of Dorchester,2,Monday,Choice 1,2.95,Choice 1,0.33,Choice 1,4.30,Choice 1,0.22,Choice 1,3.37,Choice 1,0.77,Choice 1,11.94,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.65,Choice 2,0.24,Choice 2,3.40,Choice 2,0.60,Choice 2,4.77,Choice 2,0.60,Choice 2,12.26,Vegetarian | Texture: Minced
The Meadows of Dorchester,2,Tuesday,Choice 1,3.41,Choice 1,0.46,Choice 1,2.81,Choice 1,0.60,Choice 1,3.33,Choice 1,0.39,Choice 1,11.00,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.93,Choice 2,0.24,Choice 2,4.41,Choice 2,0.60,Choice 2,5.38,Choice 2,0.60,Choice 2,14.16,Vegetarian | Texture: Minced
The Meadows of Dorchester,2,Wednesday,Choice 1,3.06,Choice 1,0.26,Choice 1,3.57,Choice 1,0.64,Choice 1,5.06,Choice 1,0.75,Choice 1,13.34,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,6.30,Choice 2,0.60,Choice 2,4.58,Choice 2,0.60,Choice 2,15.15,Vegetarian | Texture: Minced
The Meadows of Dorchester,2,Thursday,Choice 1,3.27,Choice 1,0.33,Choice 1,2.99,Choice 1,0.30,Choice 1,4.33,Choice 1,0.54,Choice 1,11.76,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.86,Choice 2,0.24,Choice 2,4.77,Choice 2,0.60,Choice 2,6.47,Choice 2,0.60,Choice 2,15.54,Vegetarian | Texture: Minced
The Meadows of Dorchester,2,Friday,Choice 1,3.02,Choice 1,0.26,Choice 1,3.27,Choice 1,0.64,Choice 1,3.53,Choice 1,1.15,Choice 1,11.87,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.65,Choice 2,0.24,Choice 2,4.13,Choice 2,0.60,Choice 2,4.08,Choice 2,0.60,Choice 2,12.30,Vegetarian | Texture: Minced
The Meadows of Dorchester,2,Saturday,Choice 1,3.68,Choice 1,0.46,Choice 1,2.82,Choice 1,0.90,Choice 1,2.13,Choice 1,0.66,Choice 1,10.65,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.93,Choice 2,0.24,Choice 2,4.07,Choice 2,0.60,Choice 2,6.19,Choice 2,0.60,Choice 2,14.63,Vegetarian | Texture: Minced
The Meadows of Dorchester,2,Sunday,Choice 1,3.25,Choice 1,0.26,Choice 1,2.74,Choice 1,0.60,Choice 1,4.28,Choice 1,0.65,Choice 1,11.78,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,3.06,Choice 2,0.24,Choice 2,3.68,Choice 2,0.60,Choice 2,4.05,Choice 2,0.60,Choice 2,12.23,Vegetarian | Texture: Minced
The Meadows of Dorchester,3,Monday,Choice 1,2.95,Choice 1,0.33,Choice 1,3.53,Choice 1,0.65,Choice 1,3.43,Choice 1,0.65,Choice 1,11.54,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.66,Choice 2,0.24,Choice 2,4.45,Choice 2,0.60,Choice 2,4.36,Choice 2,0.60,Choice 2,12.91,Vegetarian | Texture: Minced
The Meadows of Dorchester,3,Tuesday,Choice 1,3.41,Choice 1,0.46,Choice 1,2.85,Choice 1,0.86,Choice 1,3.59,Choice 1,0.76,Choice 1,11.93,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,3.49,Choice 2,0.60,Choice 2,4.13,Choice 2,0.60,Choice 2,11.89,Vegetarian | Texture: Minced
The Meadows of Dorchester,3,Wednesday,Choice 1,3.06,Choice 1,0.26,Choice 1,2.95,Choice 1,0.67,Choice 1,3.53,Choice 1,0.38,Choice 1,10.85,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.93,Choice 2,0.24,Choice 2,3.25,Choice 2,0.60,Choice 2,4.66,Choice 2,0.60,Choice 2,12.28,Vegetarian | Texture: Minced
The Meadows of Dorchester,3,Thursday,Choice 1,3.32,Choice 1,0.33,Choice 1,3.70,Choice 1,0.09,Choice 1,3.95,Choice 1,0.52,Choice 1,11.91,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,4.34,Choice 2,0.60,Choice 2,4.51,Choice 2,0.60,Choice 2,13.12,Vegetarian | Texture: Minced
The Meadows of Dorchester,3,Friday,Choice 1,2.93,Choice 1,0.26,Choice 1,4.20,Choice 1,0.29,Choice 1,3.63,Choice 1,0.62,Choice 1,11.93,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.66,Choice 2,0.24,Choice 2,4.27,Choice 2,0.60,Choice 2,5.07,Choice 2,0.60,Choice 2,13.44,Vegetarian | Texture: Minced
The Meadows of Dorchester,3,Saturday,Choice 1,3.49,Choice 1,0.46,Choice 1,3.21,Choice 1,0.64,Choice 1,3.60,Choice 1,0.54,Choice 1,11.94,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,3.78,Choice 2,0.60,Choice 2,5.04,Choice 2,0.60,Choice 2,13.09,Vegetarian | Texture: Minced
The Meadows of Dorchester,3,Sunday,Choice 1,3.25,Choice 1,0.26,Choice 1,5.00,Choice 1,0.60,Choice 1,4.24,Choice 1,0.08,Choice 1,13.43,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,3.16,Choice 2,0.24,Choice 2,3.64,Choice 2,0.60,Choice 2,4.52,Choice 2,0.60,Choice 2,12.76,Vegetarian | Texture: Minced
The Meadows of Dorchester,4,Monday,Choice 1,3.17,Choice 1,0.33,Choice 1,3.37,Choice 1,0.65,Choice 1,3.04,Choice 1,0.38,Choice 1,10.94,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.42,Choice 2,0.24,Choice 2,5.93,Choice 2,0.60,Choice 2,4.83,Choice 2,0.60,Choice 2,14.62,Vegetarian | Texture: Minced
The Meadows of Dorchester,4,Tuesday,Choice 1,3.41,Choice 1,0.46,Choice 1,3.96,Choice 1,0.86,Choice 1,3.71,Choice 1,1.15,Choice 1,13.55,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.93,Choice 2,0.24,Choice 2,3.57,Choice 2,0.60,Choice 2,5.00,Choice 2,0.60,Choice 2,12.94,Vegetarian | Texture: Minced
The Meadows of Dorchester,4,Wednesday,Choice 1,3.09,Choice 1,0.26,Choice 1,3.24,Choice 1,0.22,Choice 1,4.23,Choice 1,0.54,Choice 1,11.58,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.66,Choice 2,0.24,Choice 2,4.12,Choice 2,0.60,Choice 2,3.88,Choice 2,0.60,Choice 2,12.10,Vegetarian | Texture: Minced
The Meadows of Dorchester,4,Thursday,Choice 1,3.59,Choice 1,0.33,Choice 1,2.91,Choice 1,0.41,Choice 1,3.29,Choice 1,0.77,Choice 1,11.30,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,4.46,Choice 2,0.60,Choice 2,4.29,Choice 2,0.60,Choice 2,13.02,Vegetarian | Texture: Minced
The Meadows of Dorchester,4,Friday,Choice 1,3.02,Choice 1,0.46,Choice 1,2.91,Choice 1,0.64,Choice 1,3.66,Choice 1,0.08,Choice 1,10.77,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,3.19,Choice 2,0.24,Choice 2,4.27,Choice 2,0.60,Choice 2,5.29,Choice 2,0.60,Choice 2,14.19,Vegetarian | Texture: Minced
The Meadows of Dorchester,4,Saturday,Choice 1,3.77,Choice 1,0.33,Choice 1,3.49,Choice 1,0.97,Choice 1,3.17,Choice 1,0.75,Choice 1,12.48,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,2.83,Choice 2,0.24,Choice 2,3.78,Choice 2,0.60,Choice 2,4.98,Choice 2,0.60,Choice 2,13.03,Vegetarian | Texture: Minced
The Meadows of Dorchester,4,Sunday,Choice 1,3.25,Choice 1,0.26,Choice 1,3.99,Choice 1,0.30,Choice 1,5.14,Choice 1,0.39,Choice 1,13.33,Vegetarian | Texture: Minced
The Meadows of Dorchester,,,Choice 2,3.07,Choice 2,0.24,Choice 2,4.26,Choice 2,0.60,Choice 2,4.77,Choice 2,0.60,Choice 2,13.54,Vegetarian | Texture: Minced
The Meadows of Dorchester,1,Monday,Choice 1,2.66,Choice 1,0.33,Choice 1,3.47,Choice 1,0.49,Choice 1,3.64,Choice 1,0.88,Choice 1,11.47,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.49,Choice 2,0.24,Choice 2,4.06,Choice 2,0.60,Choice 2,4.16,Choice 2,0.60,Choice 2,13.15,Vegetarian | Texture: Puree
The Meadows of Dorchester,1,Tuesday,Choice 1,3.21,Choice 1,0.46,Choice 1,2.48,Choice 1,0.51,Choice 1,3.80,Choice 1,0.29,Choice 1,10.75,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.97,Choice 2,0.24,Choice 2,2.93,Choice 2,0.60,Choice 2,3.12,Choice 2,0.60,Choice 2,11.46,Vegetarian | Texture: Puree
The Meadows of Dorchester,1,Wednesday,Choice 1,3.04,Choice 1,0.26,Choice 1,2.70,Choice 1,0.67,Choice 1,3.71,Choice 1,0.46,Choice 1,10.84,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.61,Choice 2,0.24,Choice 2,3.64,Choice 2,0.60,Choice 2,3.18,Choice 2,0.60,Choice 2,11.87,Vegetarian | Texture: Puree
The Meadows of Dorchester,1,Thursday,Choice 1,3.22,Choice 1,0.33,Choice 1,3.26,Choice 1,0.56,Choice 1,2.91,Choice 1,0.08,Choice 1,10.36,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,2.74,Choice 2,0.24,Choice 2,3.08,Choice 2,0.60,Choice 2,4.54,Choice 2,0.60,Choice 2,11.80,Vegetarian | Texture: Puree
The Meadows of Dorchester,1,Friday,Choice 1,2.74,Choice 1,0.46,Choice 1,3.20,Choice 1,0.45,Choice 1,3.55,Choice 1,0.40,Choice 1,10.80,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,4.15,Choice 2,0.24,Choice 2,3.21,Choice 2,0.60,Choice 2,4.14,Choice 2,0.60,Choice 2,12.94,Vegetarian | Texture: Puree
The Meadows of Dorchester,1,Saturday,Choice 1,3.07,Choice 1,0.33,Choice 1,3.30,Choice 1,0.38,Choice 1,2.59,Choice 1,0.46,Choice 1,10.13,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.07,Choice 2,0.24,Choice 2,2.78,Choice 2,0.60,Choice 2,3.85,Choice 2,0.60,Choice 2,11.14,Vegetarian | Texture: Puree
The Meadows of Dorchester,1,Sunday,Choice 1,3.53,Choice 1,0.26,Choice 1,3.00,Choice 1,0.03,Choice 1,5.82,Choice 1,0.08,Choice 1,12.72,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.62,Choice 2,0.24,Choice 2,4.08,Choice 2,0.60,Choice 2,4.43,Choice 2,0.60,Choice 2,13.57,Vegetarian | Texture: Puree
The Meadows of Dorchester,2,Monday,Choice 1,2.66,Choice 1,0.33,Choice 1,4.04,Choice 1,0.79,Choice 1,3.24,Choice 1,0.99,Choice 1,12.05,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.16,Choice 2,0.24,Choice 2,2.50,Choice 2,0.60,Choice 2,3.87,Choice 2,0.60,Choice 2,10.97,Vegetarian | Texture: Puree
The Meadows of Dorchester,2,Tuesday,Choice 1,3.12,Choice 1,0.46,Choice 1,3.18,Choice 1,0.66,Choice 1,3.25,Choice 1,0.47,Choice 1,11.14,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.97,Choice 2,0.24,Choice 2,3.44,Choice 2,0.60,Choice 2,4.54,Choice 2,0.60,Choice 2,13.39,Vegetarian | Texture: Puree
The Meadows of Dorchester,2,Wednesday,Choice 1,3.04,Choice 1,0.26,Choice 1,3.26,Choice 1,0.71,Choice 1,4.91,Choice 1,0.69,Choice 1,12.87,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.49,Choice 2,0.24,Choice 2,5.23,Choice 2,0.60,Choice 2,3.73,Choice 2,0.60,Choice 2,13.89,Vegetarian | Texture: Puree
The Meadows of Dorchester,2,Thursday,Choice 1,3.20,Choice 1,0.33,Choice 1,1.79,Choice 1,0.35,Choice 1,4.14,Choice 1,0.39,Choice 1,10.20,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.10,Choice 2,0.24,Choice 2,3.69,Choice 2,0.60,Choice 2,5.01,Choice 2,0.60,Choice 2,13.24,Vegetarian | Texture: Puree
The Meadows of Dorchester,2,Friday,Choice 1,2.74,Choice 1,0.26,Choice 1,3.37,Choice 1,0.55,Choice 1,3.30,Choice 1,0.49,Choice 1,10.71,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.16,Choice 2,0.24,Choice 2,2.82,Choice 2,0.60,Choice 2,3.23,Choice 2,0.60,Choice 2,10.65,Vegetarian | Texture: Puree
The Meadows of Dorchester,2,Saturday,Choice 1,3.07,Choice 1,0.46,Choice 1,2.69,Choice 1,1.04,Choice 1,2.00,Choice 1,0.66,Choice 1,9.92,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.55,Choice 2,0.24,Choice 2,3.44,Choice 2,0.60,Choice 2,5.20,Choice 2,0.60,Choice 2,13.63,Vegetarian | Texture: Puree
The Meadows of Dorchester,2,Sunday,Choice 1,3.04,Choice 1,0.26,Choice 1,2.62,Choice 1,0.40,Choice 1,4.07,Choice 1,0.91,Choice 1,11.30,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.98,Choice 2,0.24,Choice 2,2.80,Choice 2,0.60,Choice 2,3.49,Choice 2,0.60,Choice 2,11.71,Vegetarian | Texture: Puree
The Meadows of Dorchester,3,Monday,Choice 1,2.66,Choice 1,0.33,Choice 1,3.30,Choice 1,0.72,Choice 1,3.70,Choice 1,0.56,Choice 1,11.27,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.61,Choice 2,0.24,Choice 2,3.73,Choice 2,0.60,Choice 2,3.48,Choice 2,0.60,Choice 2,12.26,Vegetarian | Texture: Puree
The Meadows of Dorchester,3,Tuesday,Choice 1,3.12,Choice 1,0.46,Choice 1,3.04,Choice 1,1.00,Choice 1,3.84,Choice 1,0.70,Choice 1,12.16,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.16,Choice 2,0.24,Choice 2,2.55,Choice 2,0.60,Choice 2,3.23,Choice 2,0.60,Choice 2,10.38,Vegetarian | Texture: Puree
The Meadows of Dorchester,3,Wednesday,Choice 1,3.04,Choice 1,0.26,Choice 1,2.99,Choice 1,0.67,Choice 1,3.32,Choice 1,0.46,Choice 1,10.74,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.97,Choice 2,0.24,Choice 2,2.29,Choice 2,0.60,Choice 2,3.69,Choice 2,0.60,Choice 2,11.39,Vegetarian | Texture: Puree
The Meadows of Dorchester,3,Thursday,Choice 1,2.97,Choice 1,0.33,Choice 1,3.47,Choice 1,0.09,Choice 1,3.81,Choice 1,0.69,Choice 1,11.36,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.07,Choice 2,0.24,Choice 2,3.71,Choice 2,0.60,Choice 2,2.48,Choice 2,0.60,Choice 2,10.70,Vegetarian | Texture: Puree
The Meadows of Dorchester,3,Friday,Choice 1,2.74,Choice 1,0.26,Choice 1,3.97,Choice 1,0.37,Choice 1,3.43,Choice 1,0.81,Choice 1,11.58,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.61,Choice 2,0.24,Choice 2,3.34,Choice 2,0.60,Choice 2,4.24,Choice 2,0.60,Choice 2,12.63,Vegetarian | Texture: Puree
The Meadows of Dorchester,3,Saturday,Choice 1,3.07,Choice 1,0.46,Choice 1,3.01,Choice 1,0.38,Choice 1,3.40,Choice 1,0.39,Choice 1,10.71,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,2.74,Choice 2,0.24,Choice 2,3.13,Choice 2,0.60,Choice 2,3.99,Choice 2,0.60,Choice 2,11.30,Vegetarian | Texture: Puree
The Meadows of Dorchester,3,Sunday,Choice 1,3.04,Choice 1,0.26,Choice 1,5.00,Choice 1,0.50,Choice 1,4.21,Choice 1,0.08,Choice 1,13.09,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,4.46,Choice 2,0.24,Choice 2,3.12,Choice 2,0.60,Choice 2,3.63,Choice 2,0.60,Choice 2,12.65,Vegetarian | Texture: Puree
The Meadows of Dorchester,4,Monday,Choice 1,3.16,Choice 1,0.33,Choice 1,2.99,Choice 1,0.72,Choice 1,2.93,Choice 1,0.46,Choice 1,10.59,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.00,Choice 2,0.24,Choice 2,4.04,Choice 2,0.60,Choice 2,4.05,Choice 2,0.60,Choice 2,12.53,Vegetarian | Texture: Puree
The Meadows of Dorchester,4,Tuesday,Choice 1,3.12,Choice 1,0.46,Choice 1,3.70,Choice 1,1.00,Choice 1,3.66,Choice 1,0.70,Choice 1,12.64,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.97,Choice 2,0.24,Choice 2,2.79,Choice 2,0.60,Choice 2,4.08,Choice 2,0.60,Choice 2,12.28,Vegetarian | Texture: Puree
The Meadows of Dorchester,4,Wednesday,Choice 1,3.15,Choice 1,0.26,Choice 1,3.28,Choice 1,0.78,Choice 1,3.14,Choice 1,0.39,Choice 1,11.00,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.61,Choice 2,0.24,Choice 2,3.00,Choice 2,0.60,Choice 2,2.90,Choice 2,0.60,Choice 2,10.95,Vegetarian | Texture: Puree
The Meadows of Dorchester,4,Thursday,Choice 1,3.22,Choice 1,0.33,Choice 1,2.71,Choice 1,0.46,Choice 1,3.05,Choice 1,0.99,Choice 1,10.76,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,2.74,Choice 2,0.24,Choice 2,3.68,Choice 2,0.60,Choice 2,3.41,Choice 2,0.60,Choice 2,11.27,Vegetarian | Texture: Puree
The Meadows of Dorchester,4,Friday,Choice 1,2.74,Choice 1,0.46,Choice 1,2.62,Choice 1,0.45,Choice 1,3.45,Choice 1,0.08,Choice 1,9.80,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,4.15,Choice 2,0.24,Choice 2,3.37,Choice 2,0.60,Choice 2,4.53,Choice 2,0.60,Choice 2,13.49,Vegetarian | Texture: Puree
The Meadows of Dorchester,4,Saturday,Choice 1,3.07,Choice 1,0.33,Choice 1,3.40,Choice 1,0.97,Choice 1,2.41,Choice 1,0.69,Choice 1,10.87,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,3.07,Choice 2,0.24,Choice 2,2.93,Choice 2,0.60,Choice 2,3.90,Choice 2,0.60,Choice 2,11.34,Vegetarian | Texture: Puree
The Meadows of Dorchester,4,Sunday,Choice 1,3.04,Choice 1,0.26,Choice 1,3.66,Choice 1,0.35,Choice 1,5.39,Choice 1,0.47,Choice 1,13.17,Vegetarian | Texture: Puree
The Meadows of Dorchester,,,Choice 2,4.10,Choice 2,0.24,Choice 2,3.45,Choice 2,0.60,Choice 2,4.12,Choice 2,0.60,Choice 2,13.11,Vegetarian | Texture: Puree
